Angular Frequency,Storage Modulus,Loss Modulus
139285.1,1430138.0,326950.6
153213.6,1446512.0,332410.7
168535.0,1462965.0,338483.9
185388.5,1479516.0,345215.5
203927.3,1496180.0,352654.4
224320.1,1512979.0,360854.0
246752.1,1529930.0,369871.8
271427.3,1547056.0,379770.7
298570.0,1564380.0,390618.8
328427.0,1581925.0,402490.5
361269.7,1599719.0,415467.1
397396.7,1617789.0,429637.2
437136.4,1636168.0,445098.2
480850.0,1654890.0,461956.8
528935.0,1673994.0,480329.9
581828.5,1693526.0,500346.0
640011.4,1713537.0,522145.6
704012.5,1734088.0,545882.0
774413.8,1755250.0,571722.2
851855.1,1777107.0,599846.9
937040.6,1799757.0,630450.9
1030745.0,1823318.0,663750.2
1133819.0,1847927.0,699968.2
1247201.0,1873748.0,739358.5
1371921.0,1900971.0,782218.6
1509113.0,1929819.0,828810.5
1660025.0,1960550.0,879283.4
1826027.0,1993461.0,934065.2
2008630.0,2028892.0,993593.6
2209493.0,2067218.0,1057656.0
2430442.0,2108858.0,1126593.0
2673486.0,2154269.0,1201078.0
2940835.0,2203930.0,1280841.0
3234918.0,2258347.0,1365991.0
3558410.0,2318031.0,1456928.0
3914251.0,2383493.0,1553627.0
4305676.0,2455226.0,1656312.0
4736244.0,2533693.0,1764663.0
5209868.0,2619323.0,1879027.0
5730855.0,2712491.0,1998412.0
6303941.0,2813542.0,2124076.0
6934335.0,2922758.0,2255367.0
7627768.0,3040384.0,2392133.0
8390545.0,3166634.0,2534952.0
9229600.0,3301684.0,2682701.0
10152560.0,3445719.0,2837404.0
11167820.0,3598902.0,2998640.0
12284600.0,3761393.0,3165039.0
13513060.0,3933402.0,3338708.0
14864360.0,4115139.0,3519026.0
16350800.0,4306857.0,3706481.0
17985880.0,4508848.0,3902112.0
19784470.0,4721426.0,4105114.0
21762910.0,4944974.0,4317629.0
23939200.0,5179885.0,4538979.0
26333130.0,5426606.0,4770169.0
28966440.0,5685609.0,5010653.0
31863080.0,5957432.0,5262729.0
35049390.0,6242622.0,5526000.0
38554330.0,6541780.0,5801341.0
42409760.0,6855538.0,6089073.0
46650740.0,7184572.0,6390060.0
51315810.0,7529609.0,6706014.0
56447390.0,7891387.0,7036125.0
62092130.0,8270706.0,7381158.0
68301350.0,8668429.0,7744429.0
75131480.0,9085403.0,8122734.0
82644630.0,9522593.0,8520447.0
90909090.0,9980971.0,8937853.0
100000000.0,10461540.0,9373443.0
