Angular Frequency,Storage Modulus,Loss Modulus
44380.53,1580916.0,205456.7
48818.59,1591804.0,206877.7
53700.44,1602692.0,208578.6
59070.49,1613591.0,210574.7
64977.54,1624510.0,212882.6
71475.29,1635463.0,215520.1
78622.82,1646458.0,218506.4
86485.1,1657508.0,221862.1
95133.61,1668625.0,225609.9
104647.0,1679820.0,229774.2
115111.7,1691105.0,234381.6
126622.8,1702494.0,239461.2
139285.1,1714000.0,245044.3
153213.6,1725637.0,251165.4
168535.0,1737419.0,257861.4
185388.5,1749362.0,265173.0
203927.3,1761482.0,273144.1
224320.1,1773796.0,281822.5
246752.1,1786321.0,291260.6
271427.3,1799077.0,301515.2
298570.0,1812084.0,312648.6
328427.0,1825363.0,324728.6
361269.7,1838939.0,337829.2
397396.7,1852835.0,352031.2
437136.4,1867080.0,367422.7
480850.0,1881705.0,384099.9
528935.0,1896742.0,402167.9
581828.5,1912230.0,421741.5
640011.4,1928208.0,442946.3
704012.5,1944724.0,465919.7
774413.8,1961831.0,490814.0
851855.1,1979589.0,517801.0
937040.6,1998070.0,547063.1
1030745.0,2017356.0,578812.8
1133819.0,2037544.0,613248.7
1247201.0,2058750.0,650618.5
1371921.0,2081111.0,691165.1
1509113.0,2104795.0,735228.5
1660025.0,2129997.0,782981.6
1826027.0,2156954.0,834900.6
2008630.0,2185946.0,891229.5
2209493.0,2217303.0,952271.4
2430442.0,2251406.0,1018371.0
2673486.0,2288691.0,1089916.0
2940835.0,2329648.0,1167133.0
3234918.0,2374816.0,1250324.0
3558410.0,2424771.0,1339678.0
3914251.0,2480117.0,1435412.0
4305676.0,2541467.0,1537729.0
4736244.0,2609424.0,1646486.0
5209868.0,2684566.0,1761929.0
5730855.0,2767423.0,1883670.0
6303941.0,2858473.0,2012006.0
6934335.0,2958128.0,2146796.0
7627768.0,3066730.0,2287588.0
8390545.0,3184568.0,2434786.0
9229600.0,3311873.0,2588024.0
10152560.0,3448841.0,2747607.0
11167820.0,3595644.0,2913585.0
12284600.0,3752442.0,3085982.0
13513060.0,3919401.0,3265005.0
14864360.0,4096707.0,3451070.0
16350800.0,4284566.0,3644262.0
17985880.0,4483223.0,3845195.0
19784470.0,4692952.0,4053848.0
21762910.0,4914081.0,4271354.0
23939200.0,5146968.0,4497714.0
26333130.0,5392018.0,4733533.0
28966440.0,5649679.0,4979227.0
31863080.0,5920447.0,5235855.0
35049390.0,6204853.0,5503666.0
38554330.0,6503473.0,5783333.0
42409760.0,6816927.0,6075511.0
46650740.0,7145875.0,6380890.0
51315810.0,7491026.0,6700528.0
56447390.0,7853122.0,7034644.0
62092130.0,8232957.0,7384328.0
68301350.0,8631370.0,7750595.0
75131480.0,9049239.0,8133830.0
82644630.0,9487498.0,8535312.0
90909090.0,9947129.0,8956246.0
100000000.0,10429150.0,9396452.0
