Angular Frequency,Storage Modulus,Loss Modulus
4956.336,1422543.0,191282.5
5451.97,1433619.0,189577.7
5997.167,1444570.0,187963.4
6596.883,1455400.0,186443.1
7256.572,1466116.0,185020.3
7982.229,1476723.0,183698.5
8780.452,1487226.0,182481.1
9658.497,1497632.0,181372.1
10624.35,1507945.0,180375.3
11686.78,1518170.0,179495.3
12855.46,1528311.0,178736.6
14141.01,1538375.0,178104.8
15555.11,1548367.0,177605.5
17110.62,1558290.0,177245.3
18821.68,1568150.0,177031.4
20703.85,1577954.0,176971.7
22774.23,1587708.0,177074.8
25051.65,1597417.0,177349.8
27556.82,1607088.0,177806.5
30312.5,1616730.0,178455.0
33343.75,1626351.0,179306.1
36678.13,1635957.0,180371.2
40345.94,1645558.0,181662.0
44380.53,1655163.0,183191.3
48818.59,1664780.0,184972.4
53700.44,1674419.0,187019.6
59070.49,1684087.0,189348.7
64977.54,1693796.0,191976.5
71475.29,1703553.0,194921.3
78622.82,1713371.0,198203.1
86485.1,1723258.0,201843.6
95133.61,1733227.0,205866.2
104647.0,1743289.0,210296.2
115111.7,1753457.0,215160.9
126622.8,1763744.0,220489.5
139285.1,1774163.0,226313.7
153213.6,1784729.0,232667.6
168535.0,1795456.0,239587.9
185388.5,1806362.0,247114.6
203927.3,1817461.0,255290.9
224320.1,1828771.0,264163.7
246752.1,1840309.0,273784.1
271427.3,1852095.0,284207.9
298570.0,1864148.0,295495.7
328427.0,1876490.0,307713.6
361269.7,1889144.0,320934.1
397396.7,1902133.0,335236.0
437136.4,1915485.0,350705.3
480850.0,1929228.0,367436.4
528935.0,1943395.0,385532.1
581828.5,1958020.0,405105.0
640011.4,1973143.0,426278.6
704012.5,1988807.0,449188.2
774413.8,2005062.0,473985.4
851855.1,2021965.0,500840.9
937040.6,2039584.0,529936.9
1030745.0,2057994.0,561467.2
1133819.0,2077287.0,595653.6
1247201.0,2097571.0,632693.5
1371921.0,2118977.0,672899.6
1509113.0,2141660.0,716560.2
1660025.0,2165807.0,763891.3
1826027.0,2191644.0,815290.9
2008630.0,2219438.0,871101.2
2209493.0,2249507.0,931586.3
2430442.0,2282223.0,997144.7
2673486.0,2318015.0,1068137.0
2940835.0,2357368.0,1144869.0
3234918.0,2400819.0,1227532.0
3558410.0,2448952.0,1316524.0
3914251.0,2502381.0,1411998.0
4305676.0,2561737.0,1514072.0
4736244.0,2627644.0,1622778.0
5209868.0,2700708.0,1738276.0
5730855.0,2781489.0,1860326.0
6303941.0,2870494.0,1989060.0
6934335.0,2968163.0,2124348.0
7627768.0,3074865.0,2265827.0
8390545.0,3190909.0,2413823.0
9229600.0,3316541.0,2568009.0
10152560.0,3451968.0,2728566.0
11167820.0,3597366.0,2895496.0
12284600.0,3752897.0,3069038.0
13513060.0,3918723.0,3249058.0
14864360.0,4095025.0,3436290.0
16350800.0,4281999.0,3630528.0
17985880.0,4479884.0,3832507.0
19784470.0,4688946.0,4042397.0
21762910.0,4909498.0,4260900.0
23939200.0,5141892.0,4488208.0
26333130.0,5386527.0,4725088.0
28966440.0,5643842.0,4971782.0
31863080.0,5914324.0,5229268.0
35049390.0,6198502.0,5498010.0
38554330.0,6496945.0,5778499.0
42409760.0,6810272.0,6071603.0
46650740.0,7139137.0,6377889.0
51315810.0,7484246.0,6698206.0
56447390.0,7846341.0,7033164.0
62092130.0,8226215.0,7383720.0
68301350.0,8624704.0,7750705.0
75131480.0,9042686.0,8134771.0
82644630.0,9481094.0,8537013.0
90909090.0,9940908.0,8958561.0
100000000.0,10423150.0,9399718.0
